real_time_ideal_ms,real_time_noisy_ms,state_fidelity
105.10643999987224,4033.1855040003575,0.0
50.44682300012937,2782.846472000074,0.0
40.868004000003566,3073.901074999867,1.0000000000000004
47.792154000035225,3012.314402999891,1.0
31.678656000167393,3114.5203070000207,0.0
39.45316399995136,2711.938143000225,0.0
43.01437699996313,3545.478222999918,0.0
34.02032100029828,3141.6777550002735,0.0
68.78928900005121,4805.918757999734,1.0000000000000004
40.419676000055915,6761.406454999815,0.0
44.34862600010092,3441.109120999954,0.0
33.276540000315435,6423.039414999948,0.0
34.20113899983335,5684.2288190000545,0.0
42.01936600020417,3144.351981,0.9999999999999996
61.521841999820026,4275.716132999605,1.0
40.14532799965309,5302.209180999853,0.0
35.49039899962736,3645.4978539995864,1.0
37.947219999750814,3408.1518819998564,0.0
38.53756299986344,3242.143955999836,0.0
36.180517000047985,3054.4755639998584,1.0
